series_id,industry,year,month,employment
CES3200000001,Manufacturing - Nondurable goods,1989,10,6978.0
CES3200000001,Manufacturing - Nondurable goods,1989,11,6984.0
CES3200000001,Manufacturing - Nondurable goods,1989,12,6988.0
CES3200000001,Manufacturing - Nondurable goods,1990,1,7013.0
CES3200000001,Manufacturing - Nondurable goods,1990,2,6996.0
CES3200000001,Manufacturing - Nondurable goods,1990,3,6993.0
CES3200000001,Manufacturing - Nondurable goods,1990,4,6991.0
CES3200000001,Manufacturing - Nondurable goods,1990,5,6972.0
CES3200000001,Manufacturing - Nondurable goods,1990,6,6968.0
CES3200000001,Manufacturing - Nondurable goods,1990,7,6942.0
CES3200000001,Manufacturing - Nondurable goods,1990,8,6941.0
CES3200000001,Manufacturing - Nondurable goods,1990,9,6940.0
CES3200000001,Manufacturing - Nondurable goods,1990,10,6932.0
CES3200000001,Manufacturing - Nondurable goods,1990,11,6905.0
CES3200000001,Manufacturing - Nondurable goods,1990,12,6891.0
CES3200000001,Manufacturing - Nondurable goods,1991,1,6887.0
CES3200000001,Manufacturing - Nondurable goods,1991,2,6865.0
CES3200000001,Manufacturing - Nondurable goods,1991,3,6849.0
CES3200000001,Manufacturing - Nondurable goods,1991,4,6824.0
CES3200000001,Manufacturing - Nondurable goods,1991,5,6822.0
CES3200000001,Manufacturing - Nondurable goods,1991,6,6832.0
CES3200000001,Manufacturing - Nondurable goods,1991,7,6819.0
CES3200000001,Manufacturing - Nondurable goods,1991,8,6846.0
CES3200000001,Manufacturing - Nondurable goods,1991,9,6849.0
CES3200000001,Manufacturing - Nondurable goods,1991,10,6858.0
CES3200000001,Manufacturing - Nondurable goods,1991,11,6860.0
CES3200000001,Manufacturing - Nondurable goods,1991,12,6857.0
CES3200000001,Manufacturing - Nondurable goods,1992,1,6847.0
CES3200000001,Manufacturing - Nondurable goods,1992,2,6839.0
CES3200000001,Manufacturing - Nondurable goods,1992,3,6836.0
CES3200000001,Manufacturing - Nondurable goods,1992,4,6854.0
CES3200000001,Manufacturing - Nondurable goods,1992,5,6856.0
CES3200000001,Manufacturing - Nondurable goods,1992,6,6860.0
CES3200000001,Manufacturing - Nondurable goods,1992,7,6873.0
CES3200000001,Manufacturing - Nondurable goods,1992,8,6852.0
CES3200000001,Manufacturing - Nondurable goods,1992,9,6847.0
CES3200000001,Manufacturing - Nondurable goods,1992,10,6853.0
CES3200000001,Manufacturing - Nondurable goods,1992,11,6854.0
CES3200000001,Manufacturing - Nondurable goods,1992,12,6863.0
CES3200000001,Manufacturing - Nondurable goods,1993,1,6868.0
CES3200000001,Manufacturing - Nondurable goods,1993,2,6878.0
CES3200000001,Manufacturing - Nondurable goods,1993,3,6880.0
CES3200000001,Manufacturing - Nondurable goods,1993,4,6876.0
CES3200000001,Manufacturing - Nondurable goods,1993,5,6881.0
CES3200000001,Manufacturing - Nondurable goods,1993,6,6875.0
CES3200000001,Manufacturing - Nondurable goods,1993,7,6874.0
CES3200000001,Manufacturing - Nondurable goods,1993,8,6869.0
CES3200000001,Manufacturing - Nondurable goods,1993,9,6874.0
CES3200000001,Manufacturing - Nondurable goods,1993,10,6867.0
CES3200000001,Manufacturing - Nondurable goods,1993,11,6871.0
CES3200000001,Manufacturing - Nondurable goods,1993,12,6865.0
CES3200000001,Manufacturing - Nondurable goods,1994,1,6868.0
CES3200000001,Manufacturing - Nondurable goods,1994,2,6864.0
CES3200000001,Manufacturing - Nondurable goods,1994,3,6871.0
CES3200000001,Manufacturing - Nondurable goods,1994,4,6875.0
CES3200000001,Manufacturing - Nondurable goods,1994,5,6880.0
CES3200000001,Manufacturing - Nondurable goods,1994,6,6889.0
CES3200000001,Manufacturing - Nondurable goods,1994,7,6895.0
CES3200000001,Manufacturing - Nondurable goods,1994,8,6903.0
CES3200000001,Manufacturing - Nondurable goods,1994,9,6906.0
CES3200000001,Manufacturing - Nondurable goods,1994,10,6908.0
CES3200000001,Manufacturing - Nondurable goods,1994,11,6912.0
CES3200000001,Manufacturing - Nondurable goods,1994,12,6921.0
CES3200000001,Manufacturing - Nondurable goods,1995,1,6936.0
CES3200000001,Manufacturing - Nondurable goods,1995,2,6917.0
CES3200000001,Manufacturing - Nondurable goods,1995,3,6900.0
CES3200000001,Manufacturing - Nondurable goods,1995,4,6899.0
CES3200000001,Manufacturing - Nondurable goods,1995,5,6885.0
CES3200000001,Manufacturing - Nondurable goods,1995,6,6884.0
CES3200000001,Manufacturing - Nondurable goods,1995,7,6856.0
CES3200000001,Manufacturing - Nondurable goods,1995,8,6858.0
CES3200000001,Manufacturing - Nondurable goods,1995,9,6852.0
CES3200000001,Manufacturing - Nondurable goods,1995,10,6831.0
CES3200000001,Manufacturing - Nondurable goods,1995,11,6819.0
CES3200000001,Manufacturing - Nondurable goods,1995,12,6799.0
CES3200000001,Manufacturing - Nondurable goods,1996,1,6784.0
CES3200000001,Manufacturing - Nondurable goods,1996,2,6789.0
CES3200000001,Manufacturing - Nondurable goods,1996,3,6777.0
CES3200000001,Manufacturing - Nondurable goods,1996,4,6754.0
CES3200000001,Manufacturing - Nondurable goods,1996,5,6750.0
CES3200000001,Manufacturing - Nondurable goods,1996,6,6741.0
CES3200000001,Manufacturing - Nondurable goods,1996,7,6739.0
CES3200000001,Manufacturing - Nondurable goods,1996,8,6743.0
CES3200000001,Manufacturing - Nondurable goods,1996,9,6734.0
CES3200000001,Manufacturing - Nondurable goods,1996,10,6737.0
CES3200000001,Manufacturing - Nondurable goods,1996,11,6733.0
CES3200000001,Manufacturing - Nondurable goods,1996,12,6728.0
CES3200000001,Manufacturing - Nondurable goods,1997,1,6726.0
CES3200000001,Manufacturing - Nondurable goods,1997,2,6727.0
CES3200000001,Manufacturing - Nondurable goods,1997,3,6727.0
CES3200000001,Manufacturing - Nondurable goods,1997,4,6721.0
CES3200000001,Manufacturing - Nondurable goods,1997,5,6718.0
CES3200000001,Manufacturing - Nondurable goods,1997,6,6714.0
CES3200000001,Manufacturing - Nondurable goods,1997,7,6696.0
CES3200000001,Manufacturing - Nondurable goods,1997,8,6703.0
CES3200000001,Manufacturing - Nondurable goods,1997,9,6703.0
CES3200000001,Manufacturing - Nondurable goods,1997,10,6708.0
CES3200000001,Manufacturing - Nondurable goods,1997,11,6708.0
CES3200000001,Manufacturing - Nondurable goods,1997,12,6708.0
CES3200000001,Manufacturing - Nondurable goods,1998,1,6702.0
CES3200000001,Manufacturing - Nondurable goods,1998,2,6697.0
CES3200000001,Manufacturing - Nondurable goods,1998,3,6693.0
CES3200000001,Manufacturing - Nondurable goods,1998,4,6684.0
CES3200000001,Manufacturing - Nondurable goods,1998,5,6671.0
CES3200000001,Manufacturing - Nondurable goods,1998,6,6659.0
CES3200000001,Manufacturing - Nondurable goods,1998,7,6641.0
CES3200000001,Manufacturing - Nondurable goods,1998,8,6634.0
CES3200000001,Manufacturing - Nondurable goods,1998,9,6632.0
CES3200000001,Manufacturing - Nondurable goods,1998,10,6605.0
CES3200000001,Manufacturing - Nondurable goods,1998,11,6589.0
CES3200000001,Manufacturing - Nondurable goods,1998,12,6579.0
CES3200000001,Manufacturing - Nondurable goods,1999,1,6574.0
CES3200000001,Manufacturing - Nondurable goods,1999,2,6549.0
CES3200000001,Manufacturing - Nondurable goods,1999,3,6525.0
CES3200000001,Manufacturing - Nondurable goods,1999,4,6510.0
CES3200000001,Manufacturing - Nondurable goods,1999,5,6501.0
CES3200000001,Manufacturing - Nondurable goods,1999,6,6478.0
CES3200000001,Manufacturing - Nondurable goods,1999,7,6471.0
CES3200000001,Manufacturing - Nondurable goods,1999,8,6467.0
CES3200000001,Manufacturing - Nondurable goods,1999,9,6459.0
CES3200000001,Manufacturing - Nondurable goods,1999,10,6454.0
CES3200000001,Manufacturing - Nondurable goods,1999,11,6457.0
CES3200000001,Manufacturing - Nondurable goods,1999,12,6449.0
CES3200000001,Manufacturing - Nondurable goods,2000,1,6439.0
CES3200000001,Manufacturing - Nondurable goods,2000,2,6435.0
CES3200000001,Manufacturing - Nondurable goods,2000,3,6432.0
CES3200000001,Manufacturing - Nondurable goods,2000,4,6432.0
CES3200000001,Manufacturing - Nondurable goods,2000,5,6407.0
CES3200000001,Manufacturing - Nondurable goods,2000,6,6388.0
CES3200000001,Manufacturing - Nondurable goods,2000,7,6393.0
CES3200000001,Manufacturing - Nondurable goods,2000,8,6375.0
CES3200000001,Manufacturing - Nondurable goods,2000,9,6356.0
CES3200000001,Manufacturing - Nondurable goods,2000,10,6343.0
CES3200000001,Manufacturing - Nondurable goods,2000,11,6323.0
CES3200000001,Manufacturing - Nondurable goods,2000,12,6319.0
CES3200000001,Manufacturing - Nondurable goods,2001,1,6301.0
CES3200000001,Manufacturing - Nondurable goods,2001,2,6266.0
CES3200000001,Manufacturing - Nondurable goods,2001,3,6246.0
CES3200000001,Manufacturing - Nondurable goods,2001,4,6208.0
CES3200000001,Manufacturing - Nondurable goods,2001,5,6172.0
CES3200000001,Manufacturing - Nondurable goods,2001,6,6130.0
CES3200000001,Manufacturing - Nondurable goods,2001,7,6097.0
CES3200000001,Manufacturing - Nondurable goods,2001,8,6038.0
CES3200000001,Manufacturing - Nondurable goods,2001,9,6002.0
CES3200000001,Manufacturing - Nondurable goods,2001,10,5971.0
CES3200000001,Manufacturing - Nondurable goods,2001,11,5929.0
CES3200000001,Manufacturing - Nondurable goods,2001,12,5900.0
CES3200000001,Manufacturing - Nondurable goods,2002,1,5879.0
CES3200000001,Manufacturing - Nondurable goods,2002,2,5850.0
CES3200000001,Manufacturing - Nondurable goods,2002,3,5832.0
CES3200000001,Manufacturing - Nondurable goods,2002,4,5814.0
CES3200000001,Manufacturing - Nondurable goods,2002,5,5793.0
CES3200000001,Manufacturing - Nondurable goods,2002,6,5785.0
CES3200000001,Manufacturing - Nondurable goods,2002,7,5772.0
CES3200000001,Manufacturing - Nondurable goods,2002,8,5736.0
CES3200000001,Manufacturing - Nondurable goods,2002,9,5731.0
CES3200000001,Manufacturing - Nondurable goods,2002,10,5714.0
CES3200000001,Manufacturing - Nondurable goods,2002,11,5697.0
CES3200000001,Manufacturing - Nondurable goods,2002,12,5671.0
CES3200000001,Manufacturing - Nondurable goods,2003,1,5670.0
CES3200000001,Manufacturing - Nondurable goods,2003,2,5646.0
CES3200000001,Manufacturing - Nondurable goods,2003,3,5625.0
CES3200000001,Manufacturing - Nondurable goods,2003,4,5590.0
CES3200000001,Manufacturing - Nondurable goods,2003,5,5574.0
CES3200000001,Manufacturing - Nondurable goods,2003,6,5549.0
CES3200000001,Manufacturing - Nondurable goods,2003,7,5517.0
CES3200000001,Manufacturing - Nondurable goods,2003,8,5507.0
CES3200000001,Manufacturing - Nondurable goods,2003,9,5491.0
CES3200000001,Manufacturing - Nondurable goods,2003,10,5479.0
CES3200000001,Manufacturing - Nondurable goods,2003,11,5455.0
CES3200000001,Manufacturing - Nondurable goods,2003,12,5442.0
CES3200000001,Manufacturing - Nondurable goods,2004,1,5427.0
CES3200000001,Manufacturing - Nondurable goods,2004,2,5413.0
CES3200000001,Manufacturing - Nondurable goods,2004,3,5413.0
CES3200000001,Manufacturing - Nondurable goods,2004,4,5415.0
CES3200000001,Manufacturing - Nondurable goods,2004,5,5416.0
CES3200000001,Manufacturing - Nondurable goods,2004,6,5401.0
CES3200000001,Manufacturing - Nondurable goods,2004,7,5396.0
CES3200000001,Manufacturing - Nondurable goods,2004,8,5382.0
CES3200000001,Manufacturing - Nondurable goods,2004,9,5375.0
CES3200000001,Manufacturing - Nondurable goods,2004,10,5364.0
CES3200000001,Manufacturing - Nondurable goods,2004,11,5348.0
CES3200000001,Manufacturing - Nondurable goods,2004,12,5332.0
CES3200000001,Manufacturing - Nondurable goods,2005,1,5313.0
CES3200000001,Manufacturing - Nondurable goods,2005,2,5307.0
CES3200000001,Manufacturing - Nondurable goods,2005,3,5309.0
CES3200000001,Manufacturing - Nondurable goods,2005,4,5295.0
CES3200000001,Manufacturing - Nondurable goods,2005,5,5288.0
CES3200000001,Manufacturing - Nondurable goods,2005,6,5274.0
CES3200000001,Manufacturing - Nondurable goods,2005,7,5275.0
CES3200000001,Manufacturing - Nondurable goods,2005,8,5255.0
CES3200000001,Manufacturing - Nondurable goods,2005,9,5244.0
CES3200000001,Manufacturing - Nondurable goods,2005,10,5233.0
CES3200000001,Manufacturing - Nondurable goods,2005,11,5231.0
CES3200000001,Manufacturing - Nondurable goods,2005,12,5227.0
CES3200000001,Manufacturing - Nondurable goods,2006,1,5228.0
CES3200000001,Manufacturing - Nondurable goods,2006,2,5223.0
CES3200000001,Manufacturing - Nondurable goods,2006,3,5214.0
CES3200000001,Manufacturing - Nondurable goods,2006,4,5207.0
CES3200000001,Manufacturing - Nondurable goods,2006,5,5187.0
CES3200000001,Manufacturing - Nondurable goods,2006,6,5186.0
CES3200000001,Manufacturing - Nondurable goods,2006,7,5181.0
CES3200000001,Manufacturing - Nondurable goods,2006,8,5167.0
CES3200000001,Manufacturing - Nondurable goods,2006,9,5152.0
CES3200000001,Manufacturing - Nondurable goods,2006,10,5128.0
CES3200000001,Manufacturing - Nondurable goods,2006,11,5122.0
CES3200000001,Manufacturing - Nondurable goods,2006,12,5101.0
CES3200000001,Manufacturing - Nondurable goods,2007,1,5118.0
CES3200000001,Manufacturing - Nondurable goods,2007,2,5107.0
CES3200000001,Manufacturing - Nondurable goods,2007,3,5099.0
CES3200000001,Manufacturing - Nondurable goods,2007,4,5085.0
CES3200000001,Manufacturing - Nondurable goods,2007,5,5083.0
CES3200000001,Manufacturing - Nondurable goods,2007,6,5081.0
CES3200000001,Manufacturing - Nondurable goods,2007,7,5074.0
CES3200000001,Manufacturing - Nondurable goods,2007,8,5049.0
CES3200000001,Manufacturing - Nondurable goods,2007,9,5039.0
CES3200000001,Manufacturing - Nondurable goods,2007,10,5037.0
CES3200000001,Manufacturing - Nondurable goods,2007,11,5034.0
CES3200000001,Manufacturing - Nondurable goods,2007,12,5039.0
CES3200000001,Manufacturing - Nondurable goods,2008,1,5031.0
CES3200000001,Manufacturing - Nondurable goods,2008,2,5022.0
CES3200000001,Manufacturing - Nondurable goods,2008,3,5013.0
CES3200000001,Manufacturing - Nondurable goods,2008,4,5002.0
CES3200000001,Manufacturing - Nondurable goods,2008,5,4986.0
CES3200000001,Manufacturing - Nondurable goods,2008,6,4962.0
CES3200000001,Manufacturing - Nondurable goods,2008,7,4942.0
CES3200000001,Manufacturing - Nondurable goods,2008,8,4928.0
CES3200000001,Manufacturing - Nondurable goods,2008,9,4904.0
CES3200000001,Manufacturing - Nondurable goods,2008,10,4872.0
CES3200000001,Manufacturing - Nondurable goods,2008,11,4842.0
CES3200000001,Manufacturing - Nondurable goods,2008,12,4786.0
CES3200000001,Manufacturing - Nondurable goods,2009,1,4729.0
CES3200000001,Manufacturing - Nondurable goods,2009,2,4681.0
CES3200000001,Manufacturing - Nondurable goods,2009,3,4631.0
CES3200000001,Manufacturing - Nondurable goods,2009,4,4601.0
CES3200000001,Manufacturing - Nondurable goods,2009,5,4573.0
CES3200000001,Manufacturing - Nondurable goods,2009,6,4544.0
CES3200000001,Manufacturing - Nondurable goods,2009,7,4522.0
CES3200000001,Manufacturing - Nondurable goods,2009,8,4513.0
CES3200000001,Manufacturing - Nondurable goods,2009,9,4508.0
CES3200000001,Manufacturing - Nondurable goods,2009,10,4495.0
CES3200000001,Manufacturing - Nondurable goods,2009,11,4489.0
CES3200000001,Manufacturing - Nondurable goods,2009,12,4477.0
CES3200000001,Manufacturing - Nondurable goods,2010,1,4471.0
CES3200000001,Manufacturing - Nondurable goods,2010,2,4468.0
CES3200000001,Manufacturing - Nondurable goods,2010,3,4457.0
CES3200000001,Manufacturing - Nondurable goods,2010,4,4463.0
CES3200000001,Manufacturing - Nondurable goods,2010,5,4472.0
CES3200000001,Manufacturing - Nondurable goods,2010,6,4473.0
CES3200000001,Manufacturing - Nondurable goods,2010,7,4477.0
CES3200000001,Manufacturing - Nondurable goods,2010,8,4463.0
CES3200000001,Manufacturing - Nondurable goods,2010,9,4458.0
CES3200000001,Manufacturing - Nondurable goods,2010,10,4453.0
CES3200000001,Manufacturing - Nondurable goods,2010,11,4461.0
CES3200000001,Manufacturing - Nondurable goods,2010,12,4457.0
CES3200000001,Manufacturing - Nondurable goods,2011,1,4453.0
CES3200000001,Manufacturing - Nondurable goods,2011,2,4459.0
CES3200000001,Manufacturing - Nondurable goods,2011,3,4461.0
CES3200000001,Manufacturing - Nondurable goods,2011,4,4464.0
CES3200000001,Manufacturing - Nondurable goods,2011,5,4456.0
CES3200000001,Manufacturing - Nondurable goods,2011,6,4452.0
CES3200000001,Manufacturing - Nondurable goods,2011,7,4458.0
CES3200000001,Manufacturing - Nondurable goods,2011,8,4462.0
CES3200000001,Manufacturing - Nondurable goods,2011,9,4455.0
CES3200000001,Manufacturing - Nondurable goods,2011,10,4449.0
CES3200000001,Manufacturing - Nondurable goods,2011,11,4440.0
CES3200000001,Manufacturing - Nondurable goods,2011,12,4433.0
CES3200000001,Manufacturing - Nondurable goods,2012,1,4440.0
CES3200000001,Manufacturing - Nondurable goods,2012,2,4439.0
CES3200000001,Manufacturing - Nondurable goods,2012,3,4452.0
CES3200000001,Manufacturing - Nondurable goods,2012,4,4455.0
CES3200000001,Manufacturing - Nondurable goods,2012,5,4456.0
CES3200000001,Manufacturing - Nondurable goods,2012,6,4457.0
CES3200000001,Manufacturing - Nondurable goods,2012,7,4461.0
CES3200000001,Manufacturing - Nondurable goods,2012,8,4467.0
CES3200000001,Manufacturing - Nondurable goods,2012,9,4471.0
CES3200000001,Manufacturing - Nondurable goods,2012,10,4476.0
CES3200000001,Manufacturing - Nondurable goods,2012,11,4462.0
CES3200000001,Manufacturing - Nondurable goods,2012,12,4455.0
CES3200000001,Manufacturing - Nondurable goods,2013,1,4468.0
CES3200000001,Manufacturing - Nondurable goods,2013,2,4472.0
CES3200000001,Manufacturing - Nondurable goods,2013,3,4468.0
CES3200000001,Manufacturing - Nondurable goods,2013,4,4466.0
CES3200000001,Manufacturing - Nondurable goods,2013,5,4467.0
CES3200000001,Manufacturing - Nondurable goods,2013,6,4465.0
CES3200000001,Manufacturing - Nondurable goods,2013,7,4468.0
CES3200000001,Manufacturing - Nondurable goods,2013,8,4467.0
CES3200000001,Manufacturing - Nondurable goods,2013,9,4468.0
CES3200000001,Manufacturing - Nondurable goods,2013,10,4480.0
CES3200000001,Manufacturing - Nondurable goods,2013,11,4489.0
CES3200000001,Manufacturing - Nondurable goods,2013,12,4492.0
CES3200000001,Manufacturing - Nondurable goods,2014,1,4498.0
CES3200000001,Manufacturing - Nondurable goods,2014,2,4502.0
CES3200000001,Manufacturing - Nondurable goods,2014,3,4499.0
CES3200000001,Manufacturing - Nondurable goods,2014,4,4502.0
CES3200000001,Manufacturing - Nondurable goods,2014,5,4498.0
CES3200000001,Manufacturing - Nondurable goods,2014,6,4501.0
CES3200000001,Manufacturing - Nondurable goods,2014,7,4504.0
CES3200000001,Manufacturing - Nondurable goods,2014,8,4508.0
CES3200000001,Manufacturing - Nondurable goods,2014,9,4517.0
CES3200000001,Manufacturing - Nondurable goods,2014,10,4527.0
CES3200000001,Manufacturing - Nondurable goods,2014,11,4536.0
CES3200000001,Manufacturing - Nondurable goods,2014,12,4540.0
CES3200000001,Manufacturing - Nondurable goods,2015,1,4540.0
CES3200000001,Manufacturing - Nondurable goods,2015,2,4541.0
CES3200000001,Manufacturing - Nondurable goods,2015,3,4548.0
CES3200000001,Manufacturing - Nondurable goods,2015,4,4555.0
CES3200000001,Manufacturing - Nondurable goods,2015,5,4560.0
CES3200000001,Manufacturing - Nondurable goods,2015,6,4562.0
CES3200000001,Manufacturing - Nondurable goods,2015,7,4575.0
CES3200000001,Manufacturing - Nondurable goods,2015,8,4571.0
CES3200000001,Manufacturing - Nondurable goods,2015,9,4581.0
CES3200000001,Manufacturing - Nondurable goods,2015,10,4592.0
CES3200000001,Manufacturing - Nondurable goods,2015,11,4601.0
CES3200000001,Manufacturing - Nondurable goods,2015,12,4612.0
CES3200000001,Manufacturing - Nondurable goods,2016,1,4621.0
CES3200000001,Manufacturing - Nondurable goods,2016,2,4617.0
CES3200000001,Manufacturing - Nondurable goods,2016,3,4615.0
CES3200000001,Manufacturing - Nondurable goods,2016,4,4622.0
CES3200000001,Manufacturing - Nondurable goods,2016,5,4625.0
CES3200000001,Manufacturing - Nondurable goods,2016,6,4646.0
CES3200000001,Manufacturing - Nondurable goods,2016,7,4654.0
CES3200000001,Manufacturing - Nondurable goods,2016,8,4652.0
CES3200000001,Manufacturing - Nondurable goods,2016,9,4655.0
CES3200000001,Manufacturing - Nondurable goods,2016,10,4654.0
CES3200000001,Manufacturing - Nondurable goods,2016,11,4656.0
CES3200000001,Manufacturing - Nondurable goods,2016,12,4661.0
CES3200000001,Manufacturing - Nondurable goods,2017,1,4664.0
CES3200000001,Manufacturing - Nondurable goods,2017,2,4683.0
CES3200000001,Manufacturing - Nondurable goods,2017,3,4688.0
CES3200000001,Manufacturing - Nondurable goods,2017,4,4691.0
CES3200000001,Manufacturing - Nondurable goods,2017,5,4692.0
CES3200000001,Manufacturing - Nondurable goods,2017,6,4697.0
CES3200000001,Manufacturing - Nondurable goods,2017,7,4705.0
CES3200000001,Manufacturing - Nondurable goods,2017,8,4714.0
CES3200000001,Manufacturing - Nondurable goods,2017,9,4711.0
CES3200000001,Manufacturing - Nondurable goods,2017,10,4715.0
CES3200000001,Manufacturing - Nondurable goods,2017,11,4710.0
CES3200000001,Manufacturing - Nondurable goods,2017,12,4715.0
CES3200000001,Manufacturing - Nondurable goods,2018,1,4722.0
CES3200000001,Manufacturing - Nondurable goods,2018,2,4724.0
CES3200000001,Manufacturing - Nondurable goods,2018,3,4723.0
CES3200000001,Manufacturing - Nondurable goods,2018,4,4725.0
CES3200000001,Manufacturing - Nondurable goods,2018,5,4738.0
CES3200000001,Manufacturing - Nondurable goods,2018,6,4745.0
CES3200000001,Manufacturing - Nondurable goods,2018,7,4748.0
CES3200000001,Manufacturing - Nondurable goods,2018,8,4752.0
CES3200000001,Manufacturing - Nondurable goods,2018,9,4755.0
CES3200000001,Manufacturing - Nondurable goods,2018,10,4756.0
CES3200000001,Manufacturing - Nondurable goods,2018,11,4758.0
CES3200000001,Manufacturing - Nondurable goods,2018,12,4761.0
CES3200000001,Manufacturing - Nondurable goods,2019,1,4765.0
CES3200000001,Manufacturing - Nondurable goods,2019,2,4762.0
CES3200000001,Manufacturing - Nondurable goods,2019,3,4767.0
CES3200000001,Manufacturing - Nondurable goods,2019,4,4769.0
CES3200000001,Manufacturing - Nondurable goods,2019,5,4772.0
CES3200000001,Manufacturing - Nondurable goods,2019,6,4780.0
CES3200000001,Manufacturing - Nondurable goods,2019,7,4779.0
CES3200000001,Manufacturing - Nondurable goods,2019,8,4786.0
CES3200000001,Manufacturing - Nondurable goods,2019,9,4789.0
CES3200000001,Manufacturing - Nondurable goods,2019,10,4790.0
CES3200000001,Manufacturing - Nondurable goods,2019,11,4794.0
CES3200000001,Manufacturing - Nondurable goods,2019,12,4787.0
CES3200000001,Manufacturing - Nondurable goods,2020,1,4782.0
CES3200000001,Manufacturing - Nondurable goods,2020,2,4780.0
CES3200000001,Manufacturing - Nondurable goods,2020,3,4754.0
CES3200000001,Manufacturing - Nondurable goods,2020,4,4352.0
CES3200000001,Manufacturing - Nondurable goods,2020,5,4448.0
CES3200000001,Manufacturing - Nondurable goods,2020,6,4523.0
CES3200000001,Manufacturing - Nondurable goods,2020,7,4525.0
CES3200000001,Manufacturing - Nondurable goods,2020,8,4559.0
CES3200000001,Manufacturing - Nondurable goods,2020,9,4575.0
CES3200000001,Manufacturing - Nondurable goods,2020,10,4594.0
CES3200000001,Manufacturing - Nondurable goods,2020,11,4601.0
CES3200000001,Manufacturing - Nondurable goods,2020,12,4620.0
CES3200000001,Manufacturing - Nondurable goods,2021,1,4618.0
CES3200000001,Manufacturing - Nondurable goods,2021,2,4627.0
CES3200000001,Manufacturing - Nondurable goods,2021,3,4644.0
CES3200000001,Manufacturing - Nondurable goods,2021,4,4640.0
CES3200000001,Manufacturing - Nondurable goods,2021,5,4645.0
CES3200000001,Manufacturing - Nondurable goods,2021,6,4647.0
CES3200000001,Manufacturing - Nondurable goods,2021,7,4665.0
CES3200000001,Manufacturing - Nondurable goods,2021,8,4682.0
CES3200000001,Manufacturing - Nondurable goods,2021,9,4695.0
CES3200000001,Manufacturing - Nondurable goods,2021,10,4716.0
CES3200000001,Manufacturing - Nondurable goods,2021,11,4742.0
CES3200000001,Manufacturing - Nondurable goods,2021,12,4760.0
CES3200000001,Manufacturing - Nondurable goods,2022,1,4764.0
CES3200000001,Manufacturing - Nondurable goods,2022,2,4793.0
CES3200000001,Manufacturing - Nondurable goods,2022,3,4811.0
CES3200000001,Manufacturing - Nondurable goods,2022,4,4832.0
CES3200000001,Manufacturing - Nondurable goods,2022,5,4841.0
CES3200000001,Manufacturing - Nondurable goods,2022,6,4861.0
CES3200000001,Manufacturing - Nondurable goods,2022,7,4869.0
CES3200000001,Manufacturing - Nondurable goods,2022,8,4866.0
CES3200000001,Manufacturing - Nondurable goods,2022,9,4873.0
CES3200000001,Manufacturing - Nondurable goods,2022,10,4881.0
CES3200000001,Manufacturing - Nondurable goods,2022,11,4884.0
CES3200000001,Manufacturing - Nondurable goods,2022,12,4864.0
CES3200000001,Manufacturing - Nondurable goods,2023,1,4867.0
CES3200000001,Manufacturing - Nondurable goods,2023,2,4866.0
CES3200000001,Manufacturing - Nondurable goods,2023,3,4860.0
CES3200000001,Manufacturing - Nondurable goods,2023,4,4861.0
CES3200000001,Manufacturing - Nondurable goods,2023,5,4855.0
CES3200000001,Manufacturing - Nondurable goods,2023,6,4848.0
CES3200000001,Manufacturing - Nondurable goods,2023,7,4837.0
CES3200000001,Manufacturing - Nondurable goods,2023,8,4832.0
CES3200000001,Manufacturing - Nondurable goods,2023,9,4843.0
CES3200000001,Manufacturing - Nondurable goods,2023,10,4847.0
CES3200000001,Manufacturing - Nondurable goods,2023,11,4842.0
CES3200000001,Manufacturing - Nondurable goods,2023,12,4843.0
CES3200000001,Manufacturing - Nondurable goods,2024,1,4852.0
CES3200000001,Manufacturing - Nondurable goods,2024,2,4848.0
CES3200000001,Manufacturing - Nondurable goods,2024,3,4843.0
CES3200000001,Manufacturing - Nondurable goods,2024,4,4845.0
CES3200000001,Manufacturing - Nondurable goods,2024,5,4844.0
CES3200000001,Manufacturing - Nondurable goods,2024,6,4846.0
CES3200000001,Manufacturing - Nondurable goods,2024,7,4846.0
CES3200000001,Manufacturing - Nondurable goods,2024,8,4842.0
CES3200000001,Manufacturing - Nondurable goods,2024,9,4837.0
CES3200000001,Manufacturing - Nondurable goods,2024,10,4827.0
CES3200000001,Manufacturing - Nondurable goods,2024,11,4816.0
CES3200000001,Manufacturing - Nondurable goods,2024,12,4818.0
CES3200000001,Manufacturing - Nondurable goods,2025,1,4815.0
CES3200000001,Manufacturing - Nondurable goods,2025,2,4812.0
CES3200000001,Manufacturing - Nondurable goods,2025,3,4812.0
CES3200000001,Manufacturing - Nondurable goods,2025,4,4809.0
CES3200000001,Manufacturing - Nondurable goods,2025,5,4806.0
CES3200000001,Manufacturing - Nondurable goods,2025,6,4803.0
CES3200000001,Manufacturing - Nondurable goods,2025,7,4791.0
CES3200000001,Manufacturing - Nondurable goods,2025,8,4796.0
CES3200000001,Manufacturing - Nondurable goods,2025,9,4798.0
CES3200000001,Manufacturing - Nondurable goods,2025,10,4798.0
CES3200000001,Manufacturing - Nondurable goods,2025,11,4791.0
CES3200000001,Manufacturing - Nondurable goods,2025,12,4783.0
CES4000000001,"Trade, transportation, utilities",1976,1,15852.0
CES4000000001,"Trade, transportation, utilities",1976,2,15947.0
